,,Corrections by Rashmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern,Modern,Modern,Classic,Classic,Classic,Classic,Classic,Classic,Classic,Classic,Modern
SN,Cabinet Code,Cabinet Code,Zone Name,Zone Key,Family Key,Family Name,Variant Label,Inbuilt Drawers,Handed,P1,P2,P3,Material Type,Handle,Width,Height,Depth,Thickness,Construction,Mount,Tall?,Blind?,Low-depth?,Shutter Sqft,Finish,Carcass Net Sqft,# Panels,# Shutters,Side Spec,Design MD1,Design MD2,Design MD3,Design MD1CM1,Design MD1CM2,Design MD2CM1,Design MD2CM2,Design MD3CM1,Design MD3CM2,Design CL1,Design CL2,Design NEON20
,TCL-SH-STD-ST-6SX-LHS-XXX-600-2400-336-15,TCL-SH-TTS-ST-6SX-LHS-XXX-600-2400-336-15,TCL,Tall — Low Depth,LOWS,Tall Shelf Stone (Low),Shelf low (handed),—,LHS,TCL,SH,STD,ST,TTS,600,2400,336,15,fulltb,legs,Yes,No,Yes,15.50,ANY,45.605,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TCL-SH-STD-ST-6SX-RHS-XXX-600-2400-336-15,TCL-SH-TTS-ST-6SX-RHS-XXX-600-2400-336-15,TCL,Tall — Low Depth,LOWS,Tall Shelf Stone (Low),Shelf low (handed),—,RHS,TCL,SH,STD,ST,TTS,600,2400,336,15,fulltb,legs,Yes,No,Yes,15.50,ANY,45.605,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TCL-SH-STD-ST-6SX-LHS-XXX-600-2040-336-15,TCL-SH-TTS-ST-5SX-LHS-XXX-600-2040-336-15,TCL,Tall — Low Depth,LOWS,Tall Shelf Stone (Low),Shelf low (handed),—,LHS,TCL,SH,STD,ST,TTS,600,2040,336,15,fulltb,legs,Yes,No,Yes,13.17,ANY,40.924,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TCL-SH-STD-ST-6SX-RHS-XXX-600-2040-336-15,TCL-SH-TTS-ST-5SX-RHS-XXX-600-2040-336-15,TCL,Tall — Low Depth,LOWS,Tall Shelf Stone (Low),Shelf low (handed),—,RHS,TCL,SH,STD,ST,TTS,600,2040,336,15,fulltb,legs,Yes,No,Yes,13.17,ANY,40.924,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TCL-SH-STD-GL-6SG-LHS-XXX-450-2400-336-15,TCL-SH-STD-GL-6SG-LHS-XXX-450-2400-336-15,TCL,Tall — Low Depth,LOWSG,Tall Shelf Glass (Low),Shelf low (handed),—,LHS,TCL,SH,STD,GL,STD,450,2400,336,15,fulltb,legs,Yes,No,Yes,11.62,ANY,30.227,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TCL-SH-STD-GL-6SG-RHS-XXX-450-2400-336-15,TCL-SH-STD-GL-6SG-RHS-XXX-450-2400-336-15,TCL,Tall — Low Depth,LOWSG,Tall Shelf Glass (Low),Shelf low (handed),—,RHS,TCL,SH,STD,GL,STD,450,2400,336,15,fulltb,legs,Yes,No,Yes,11.62,ANY,30.227,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TCL-SH-STD-GL-6SG-LHS-XXX-450-2040-336-15,TCL-SH-STD-GL-5SG-LHS-XXX-450-2040-336-15,TCL,Tall — Low Depth,LOWSG,Tall Shelf Glass (Low),Shelf low (handed),—,LHS,TCL,SH,STD,GL,STD,450,2040,336,15,fulltb,legs,Yes,No,Yes,9.88,ANY,26.127,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TCL-SH-STD-GL-6SG-RHS-XXX-450-2040-336-15,TCL-SH-STD-GL-5SG-RHS-XXX-450-2040-336-15,TCL,Tall — Low Depth,LOWSG,Tall Shelf Glass (Low),Shelf low (handed),—,RHS,TCL,SH,STD,GL,STD,450,2040,336,15,fulltb,legs,Yes,No,Yes,9.88,ANY,26.127,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TCL-SH-STD-GL-6SG-LHS-XXX-600-2400-336-15,TCL-SH-STD-GL-6SG-LHS-XXX-600-2400-336-15,TCL,Tall — Low Depth,LOWSG,Tall Shelf Glass (Low),Shelf low (handed),—,LHS,TCL,SH,STD,GL,STD,600,2400,336,15,fulltb,legs,Yes,No,Yes,15.50,ANY,35.132,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TCL-SH-STD-GL-6SG-RHS-XXX-600-2400-336-15,TCL-SH-STD-GL-6SG-RHS-XXX-600-2400-336-15,TCL,Tall — Low Depth,LOWSG,Tall Shelf Glass (Low),Shelf low (handed),—,RHS,TCL,SH,STD,GL,STD,600,2400,336,15,fulltb,legs,Yes,No,Yes,15.50,ANY,35.132,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TCL-SH-STD-GL-6SG-LHS-XXX-600-2040-336-15,TCL-SH-STD-GL-5SG-LHS-XXX-600-2040-336-15,TCL,Tall — Low Depth,LOWSG,Tall Shelf Glass (Low),Shelf low (handed),—,LHS,TCL,SH,STD,GL,STD,600,2040,336,15,fulltb,legs,Yes,No,Yes,13.17,ANY,30.451,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TCL-SH-STD-GL-6SG-RHS-XXX-600-2040-336-15,TCL-SH-STD-GL-5SG-RHS-XXX-600-2040-336-15,TCL,Tall — Low Depth,LOWSG,Tall Shelf Glass (Low),Shelf low (handed),—,RHS,TCL,SH,STD,GL,STD,600,2040,336,15,fulltb,legs,Yes,No,Yes,13.17,ANY,30.451,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,LO-SH-STD-ST-1SX-LHS-XXX-450-600-336-15,LO-SH-NHX-ST-1SX-LHS-XXX-450-600-336-15,LO,Loft,LST,Loft Stone Shutter,Single door (handed),—,LHS,LO,SH,STD,ST,NHX,450,600,336,15,fullsides,wall,No,No,No,2.91,ANY,9.719,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LO-SH-STD-ST-1SX-RHS-XXX-450-600-336-15,LO-SH-NHX-ST-1SX-RHS-XXX-450-600-336-15,LO,Loft,LST,Loft Stone Shutter,Single door (handed),—,RHS,LO,SH,STD,ST,NHX,450,600,336,15,fullsides,wall,No,No,No,2.91,ANY,9.719,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LO-SH-STD-ST-1SX-LHS-XXX-550-600-336-15,LO-SH-NHX-ST-1SX-LHS-XXX-550-600-336-15,LO,Loft,LST,Loft Stone Shutter,Single door (handed),—,LHS,LO,SH,STD,ST,NHX,550,600,336,15,fullsides,wall,No,No,No,3.55,ANY,11.051,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LO-SH-STD-ST-1SX-RHS-XXX-550-600-336-15,LO-SH-NHX-ST-1SX-RHS-XXX-550-600-336-15,LO,Loft,LST,Loft Stone Shutter,Single door (handed),—,RHS,LO,SH,STD,ST,NHX,550,600,336,15,fullsides,wall,No,No,No,3.55,ANY,11.051,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LO-SH-STD-ST-1SX-LHS-XXX-600-600-336-15,LO-SH-NHX-ST-1SX-LHS-XXX-600-600-336-15,LO,Loft,LST,Loft Stone Shutter,Single door (handed),—,LHS,LO,SH,STD,ST,NHX,600,600,336,15,fullsides,wall,No,No,No,3.87,ANY,11.718,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LO-SH-STD-ST-1SX-RHS-XXX-600-600-336-15,LO-SH-NHX-ST-1SX-RHS-XXX-600-600-336-15,LO,Loft,LST,Loft Stone Shutter,Single door (handed),—,RHS,LO,SH,STD,ST,NHX,600,600,336,15,fullsides,wall,No,No,No,3.87,ANY,11.718,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LO-SH-STD-ST-1SX-2HS-XXX-850-600-336-15,LO-SH-NHX-ST-1SX-2HS-XXX-850-600-336-15,LO,Loft,LST,Loft Stone Shutter,Double door,—,—,LO,SH,STD,ST,NHX,850,600,336,15,fullsides,wall,No,No,No,5.49,ANY,15.049,3,2,1S 3H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LO-SH-STD-GL-1SG-LHS-XXX-450-600-336-15,LO-SH-NHX-GL-1SG-LHS-XXX-450-600-336-15,LO,Loft,LGL,Loft Glass Shutter,Single door (handed),—,LHS,LO,SH,STD,GL,NHX,450,600,336,15,fullsides,wall,No,No,No,2.91,ANY,9.719,3,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,LO-SH-STD-GL-1SG-RHS-XXX-450-600-336-15,LO-SH-NHX-GL-1SG-RHS-XXX-450-600-336-15,LO,Loft,LGL,Loft Glass Shutter,Single door (handed),—,RHS,LO,SH,STD,GL,NHX,450,600,336,15,fullsides,wall,No,No,No,2.91,ANY,9.719,3,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,LO-SH-STD-GL-1SG-LHS-XXX-550-600-336-15,LO-SH-NHX-GL-1SG-LHS-XXX-550-600-336-15,LO,Loft,LGL,Loft Glass Shutter,Single door (handed),—,LHS,LO,SH,STD,GL,NHX,550,600,336,15,fullsides,wall,No,No,No,3.55,ANY,11.051,3,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,LO-SH-STD-GL-1SG-RHS-XXX-550-600-336-15,LO-SH-NHX-GL-1SG-RHS-XXX-550-600-336-15,LO,Loft,LGL,Loft Glass Shutter,Single door (handed),—,RHS,LO,SH,STD,GL,NHX,550,600,336,15,fullsides,wall,No,No,No,3.55,ANY,11.051,3,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,LO-SH-STD-GL-1SG-LHS-XXX-600-600-336-15,LO-SH-NHX-GL-1SG-LHS-XXX-600-600-336-15,LO,Loft,LGL,Loft Glass Shutter,Single door (handed),—,LHS,LO,SH,STD,GL,NHX,600,600,336,15,fullsides,wall,No,No,No,3.87,ANY,11.718,3,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,LO-SH-STD-GL-1SG-RHS-XXX-600-600-336-15,LO-SH-NHX-GL-1SG-RHS-XXX-600-600-336-15,LO,Loft,LGL,Loft Glass Shutter,Single door (handed),—,RHS,LO,SH,STD,GL,NHX,600,600,336,15,fullsides,wall,No,No,No,3.87,ANY,11.718,3,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,LO-SH-STD-GL-1SG-2HS-XXX-850-600-336-15,LO-SH-NHX-GL-1SG-2HS-XXX-850-600-336-15,LO,Loft,LGL,Loft Glass Shutter,Double door,—,—,LO,SH,STD,GL,NHX,850,600,336,15,fullsides,wall,No,No,No,5.49,ANY,15.049,3,2,1S 3H,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,LB-SH-STD-ST-1SX-LHS-XXX-900-600-336-15,LB-SH-NHX-ST-1SX-LHS-XXX-900-600-336-15,LB,Loft Blind,LST,Loft Stone Shutter,Single door (handed),—,LHS,LB,SH,STD,ST,NHX,900,600,336,15,fullsides,wall,No,Yes,No,5.81,ANY,15.715,3,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LB-SH-STD-ST-1SX-RHS-XXX-900-600-336-15,LB-SH-NHX-ST-1SX-RHS-XXX-900-600-336-15,LB,Loft Blind,LST,Loft Stone Shutter,Single door (handed),—,RHS,LB,SH,STD,ST,NHX,900,600,336,15,fullsides,wall,No,Yes,No,5.81,ANY,15.715,3,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LBF-SH-STD-ST-1SX-LHS-XXX-1050-600-560-15,LBF-SH-STD-ST-1SX-LHS-XXX-1050-600-560-15,LBF,Loft Blind — Full Depth,LST,Loft Stone Shutter,Single door (handed),—,LHS,LBF,SH,STD,ST,STD,1050,600,560,15,fullsides,wall,No,Yes,No,6.78,ANY,25.526,3,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LBF-SH-STD-ST-1SX-RHS-XXX-1050-600-560-15,LBF-SH-STD-ST-1SX-RHS-XXX-1050-600-560-15,LBF,Loft Blind — Full Depth,LST,Loft Stone Shutter,Single door (handed),—,RHS,LBF,SH,STD,ST,STD,1050,600,560,15,fullsides,wall,No,Yes,No,6.78,ANY,25.526,3,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LOF-SH-STD-ST-1SX-LHS-XXX-450-600-560-15,LOF-SH-NHX-ST-1SX-LHS-XXX-450-600-560-15,LOF,Loft — Full Depth,LST,Loft Stone Shutter,Single door (handed),—,LHS,LOF,SH,STD,ST,NHX,450,600,560,15,fullsides,wall,No,No,No,2.91,ANY,14.637,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LOF-SH-STD-ST-1SX-RHS-XXX-450-600-560-15,LOF-SH-NHX-ST-1SX-RHS-XXX-450-600-560-15,LOF,Loft — Full Depth,LST,Loft Stone Shutter,Single door (handed),—,RHS,LOF,SH,STD,ST,NHX,450,600,560,15,fullsides,wall,No,No,No,2.91,ANY,14.637,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LOF-SH-STD-ST-1SX-LHS-XXX-500-600-560-15,LOF-SH-NHX-ST-1SX-LHS-XXX-500-600-560-15,LOF,Loft — Full Depth,LST,Loft Stone Shutter,Single door (handed),—,LHS,LOF,SH,STD,ST,NHX,500,600,560,15,fullsides,wall,No,No,No,3.23,ANY,15.545,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LOF-SH-STD-ST-1SX-RHS-XXX-500-600-560-15,LOF-SH-NHX-ST-1SX-RHS-XXX-500-600-560-15,LOF,Loft — Full Depth,LST,Loft Stone Shutter,Single door (handed),—,RHS,LOF,SH,STD,ST,NHX,500,600,560,15,fullsides,wall,No,No,No,3.23,ANY,15.545,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LOF-SH-STD-ST-1SX-LHS-XXX-600-600-560-15,LOF-SH-NHX-ST-1SX-LHS-XXX-600-600-560-15,LOF,Loft — Full Depth,LST,Loft Stone Shutter,Single door (handed),—,LHS,LOF,SH,STD,ST,NHX,600,600,560,15,fullsides,wall,No,No,No,3.87,ANY,17.36,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LOF-SH-STD-ST-1SX-RHS-XXX-600-600-560-15,LOF-SH-NHX-ST-1SX-RHS-XXX-600-600-560-15,LOF,Loft — Full Depth,LST,Loft Stone Shutter,Single door (handed),—,RHS,LOF,SH,STD,ST,NHX,600,600,560,15,fullsides,wall,No,No,No,3.87,ANY,17.36,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,LOF-SH-STD-GL-1SG-LHS-XXX-450-600-560-15,LOF-SH-NHX-GL-1SG-LHS-XXX-450-600-560-15,LOF,Loft — Full Depth,LGL,Loft Glass Shutter,Single door (handed),—,LHS,LOF,SH,STD,GL,NHX,450,600,560,15,fullsides,wall,No,No,No,2.91,ANY,14.637,3,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,LOF-SH-STD-GL-1SG-RHS-XXX-450-600-560-15,LOF-SH-NHX-GL-1SG-RHS-XXX-450-600-560-15,LOF,Loft — Full Depth,LGL,Loft Glass Shutter,Single door (handed),—,RHS,LOF,SH,STD,GL,NHX,450,600,560,15,fullsides,wall,No,No,No,2.91,ANY,14.637,3,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,LOF-SH-STD-GL-1SG-LHS-XXX-500-600-560-15,LOF-SH-NHX-GL-1SG-LHS-XXX-500-600-560-15,LOF,Loft — Full Depth,LGL,Loft Glass Shutter,Single door (handed),—,LHS,LOF,SH,STD,GL,NHX,500,600,560,15,fullsides,wall,No,No,No,3.23,ANY,15.545,3,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,LOF-SH-STD-GL-1SG-RHS-XXX-500-600-560-15,LOF-SH-NHX-GL-1SG-RHS-XXX-500-600-560-15,LOF,Loft — Full Depth,LGL,Loft Glass Shutter,Single door (handed),—,RHS,LOF,SH,STD,GL,NHX,500,600,560,15,fullsides,wall,No,No,No,3.23,ANY,15.545,3,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,LOF-SH-STD-GL-1SG-LHS-XXX-600-600-560-15,LOF-SH-NHX-GL-1SG-LHS-XXX-600-600-560-15,LOF,Loft — Full Depth,LGL,Loft Glass Shutter,Single door (handed),—,LHS,LOF,SH,STD,GL,NHX,600,600,560,15,fullsides,wall,No,No,No,3.87,ANY,17.36,3,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,LOF-SH-STD-GL-1SG-RHS-XXX-600-600-560-15,LOF-SH-NHX-GL-1SG-RHS-XXX-600-600-560-15,LOF,Loft — Full Depth,LGL,Loft Glass Shutter,Single door (handed),—,RHS,LOF,SH,STD,GL,NHX,600,600,560,15,fullsides,wall,No,No,No,3.87,ANY,17.36,3,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,MD-RS-STD-ST-3SG-1SX-XXX-600-1650-336-15,MD-RS-NHX-ST-3SG-1SX-XXX-600-1650-336-15,MD,Mid Rolling Shutter,MDR,Rolling Shutter,Rolling shutter,—,—,MD,RS,STD,ST,NHX,600,1650,336,15,fullsides,wall,No,No,No,10.66,ANY,25.797,4,0,4S JD,No,No,No,No,No,No,No,No,No,No,No,No
,MD-RS-STD-ST-3SG-1SX-XXX-600-1290-336-15,MD-RS-NHX-ST-3SG-1SX-XXX-600-1290-336-15,MD,Mid Rolling Shutter,MDR,Rolling Shutter,Rolling shutter,—,—,MD,RS,STD,ST,NHX,600,1290,336,15,fullsides,wall,No,No,No,8.33,ANY,21,4,0,4S JD,No,No,No,No,No,No,No,No,No,No,No,No
,BC-BS-STD-GL-1SG-XXX-XXX-1170-720-336-15,BS-STD-GL-STD-1SG-XXX-XXX-720-336-15-,BC,Base,BS,Base Special,,,,BC,BS,STD,GL,STD,1170,720,336,15,,,,,,9.07,ANY,,,,,,,,,,,,,,,,
,BC-BS-STD-GL-1SG-XXX-XXX-940-720-336-15,BS-STD-GL-STD-1SG-XXX-XXX-720-336-15-,BC,Base,BS,Base Special,,,,BC,BS,STD,GL,STD,940,720,336,15,,,,,,7.28,ANY,,,,,,,,,,,,,,,,
,,TLC-SH-STD-ST-6SX-XXX-XXX-1150-2400-560-15,TC,Tall - L shape ,SHF,Tall L Shape Stone Shelf,Double door (handed),—,—,,,,,TTS,1050,2400,560,,,,,,,,,,,,,,,,,,,,,,,,
,,TLC-SH-STD-ST-5SX-XXX-XXX-1150-2040-560-15,TC,Tall - L shape ,SHF,Tall L Shape Stone Shelf,Double door (handed),—,—,,,,,TTS,1050,2040,560,,,,,,,,,,,,,,,,,,,,,,,,
,,BC-OP-XX-XX-XXX-XXX-XXX-1800-300-336-15,BC,Base,BC,,,,,,,,,NHX,1800,300,336,,,,,,,,,,,,,,,,,,,,,,,,
,,BC-OP-XX-XX-XXX-XXX-XXX-900-300-336-15,BC,Base,BC,,,,,,,,,NHX,900,300,336,,,,,,,,,,,,,,,,,,,,,,,,
,,BC-AC-CJ-ST-TR-LHS-XXX-600-720-560-15,BC,Base,,,,,,,,,,CJ,600,600,560,,,,,,,,,,,,,,,,,,,,,,,,
,,BC-AC-CJ-ST-TR-RHS-XXX-600-720-560-15,BC,Base,,,,,,,,,,CJ,600,600,560,,,,,,,,,,,,,,,,,,,,,,,,
,,BC-AC-TTS-ST-TR-LHS-XXX-600-720-560-15,BC,Base,,,,,,,,,,TTS,600,600,560,,,,,,,,,,,,,,,,,,,,,,,,
,,BC-AC-TTS-ST-TR-RHS-XXX-600-720-560-15,BC,Base,,,,,,,,,,TTS,600,600,560,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-ST-4SG-LHS-XXX-450-1650-336-15,MD,Wall,,,,,,,,,,NHX,450,1650,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-ST-4SG-RHS-XXX-450-1650-336-15,MD,Wall,,,,,,,,,,NHX,450,1650,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-GL-4SG-LHS-XXX-450-1650-336-15,MD,Wall,,,,,,,,,,NHX,450,1650,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-GL-4SG-RHS-XXX-450-1650-336-15,MD,Wall,,,,,,,,,,NHX,450,1650,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-ST-3SG-LHS-XXX-450-1290-336-15,MD,Wall,,,,,,,,,,NHX,450,1290,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-ST-3SG-RHS-XXX-450-1290-336-15,MD,Wall,,,,,,,,,,NHX,450,1290,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-GL-3SG-LHS-XXX-450-1290-336-15,MD,Wall,,,,,,,,,,NHX,450,1290,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-GL-3SG-RHS-XXX-450-1290-336-15,MD,Wall,,,,,,,,,,NHX,450,1290,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-ST-4SG-LHS-XXX-600-1650-336-15,MD,Wall,,,,,,,,,,NHX,600,1650,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-ST-4SG-RHS-XXX-600-1650-336-15,MD,Wall,,,,,,,,,,NHX,600,1650,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-GL-4SG-LHS-XXX-600-1650-336-15,MD,Wall,,,,,,,,,,NHX,600,1650,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-GL-4SG-RHS-XXX-600-1650-336-15,MD,Wall,,,,,,,,,,NHX,600,1650,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-ST-3SG-LHS-XXX-600-1290-336-15,MD,Wall,,,,,,,,,,NHX,600,1290,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-ST-3SG-RHS-XXX-600-1290-336-15,MD,Wall,,,,,,,,,,NHX,600,1290,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-GL-3SG-LHS-XXX-600-1290-336-15,MD,Wall,,,,,,,,,,NHX,600,1290,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDW-SH-NHX-GL-3SG-RHS-XXX-600-1290-336-15,MD,Wall,,,,,,,,,,NHX,600,1290,336,,,,,,,,,,,,,,,,,,,,,,,,
,,MDT-OV-TTS-ST-1HB-1SX-XXX-600-1200-560-15,MD,Tall,,,,,,,,,,TTS,600,1200,560,,,,,,,,,,,,,,,,,,,,,,,,
,,MDT-MW-TTS-ST-1HB-1SX-XXX-600-1200-560-15,MD,Tall,,,,,,,,,,TTS,600,1200,560,,,,,,,,,,,,,,,,,,,,,,,,
,,WC-LU-NHX-ST-1SG-XXX-XXX-600-725-336-15,WC,Wall,,,,,,,,,,NHX,600,725,336,,,,,,,,,,,,,,,,,,,,,,,,
,,WC-LU-NHX-GL-1SG-XXX-XXX-600-725-336-15,WC,Wall,,,,,,,,,,NHX,600,725,336,,,,,,,,,,,,,,,,,,,,,,,,
,,WC-LU-NHX-ST-1SG-XXX-XXX-900-725-336-15,WC,Wall,,,,,,,,,,NHX,900,725,336,,,,,,,,,,,,,,,,,,,,,,,,
,,WC-LU-NHX-GL-1SG-XXX-XXX-900-725-336-15,WC,Wall,,,,,,,,,,NHX,900,725,336,,,,,,,,,,,,,,,,,,,,,,,,
,,BC-DW-CJ-ST-1HB-XXX-900-520-560-15,BC,Base,,,,,,,,,,CJ,900,520,560,,,,,,,,,,,,,,,,,,,,,,,,
,,BC-DW-TTS-ST-1HB-XXX-900-520-560-15,BC,Base,,,,,,,,,,TTS,900,520,560,,,,,,,,,,,,,,,,,,,,,,,,
,,BLC-SH-CJ-ST-1SX-XXX-1050-720-560-15,BC,Base,,,,,,,,,,CJ,1050,720,560,,,,,,,,,,,,,,,,,,,,,,,,
,,BLC-SH-TTS-ST-1SX-XXX-1050-720-560-15,BC,Base,,,,,,,,,,TTS,1050,720,560,,,,,,,,,,,,,,,,,,,,,,,,
,,WLC-SH-NHX-ST-3SG-XXX-900-1085-336-15,WC,Wall,,,,,,,,,,NHX,900,1085,336,,,,,,,,,,,,,,,,,,,,,,,,
,,WLC-SH-NHX-ST-3SG-XXX-900-725-336-15,WC,Wall,,,,,,,,,,NHX,900,725,336,,,,,,,,,,,,,,,,,,,,,,,,
,,TLC-SH-TTS-ST-6SX-XXX-XXX-1050-2400-560-15,TC,Tall,,,,,,,,,,TTS,1050,2400,560,,,,,,,,,,,,,,,,,,,,,,,,
,,TLC-SH-TTS-ST-5SX-XXX-XXX-1050-2040-560-15,TC,Tall,,,,,,,,,,TTS,1050,2040,560,,,,,,,,,,,,,,,,,,,,,,,,
,,TCL-SH-TTS-ST-HK-LHS-XXX-600-2400-560-15,TC,Tall,,,,,,,,,,TTS,600,2400,560,,,,,,,,,,,,,,,,,,,,,,,,
,,TCL-SH-TTS-ST-HK-RHS-XXX-600-2400-560-15,TC,Tall,,,,,,,,,,TTS,600,2400,560,,,,,,,,,,,,,,,,,,,,,,,,
,,TCL-SH-TTS-ST-HK-LHS-XXX-600-2040-560-15,TC,Tall,,,,,,,,,,TTS,600,2040,560,,,,,,,,,,,,,,,,,,,,,,,,
,,TCL-SH-TTS-ST-HK-RHS-XXX-600-2040-560-15,TC,Tall,,,,,,,,,,TTS,600,2040,560,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CABINET TYPE,OLD CODE,NEW CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"BASE CABINETS WITH TITUS
SHUTTERS",STD,TTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"WALL / LOFT CABINETS
ALL SHUTTERS",STD,NHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"TALL CABINETS
STONE SHUTTERS",STD,TTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
